EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,03/01/2020,23:00,PST-8,Strong Wind,39 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,01/26/2021,22:50,PST-8,High Wind,61 kts. MG,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,01/26/2021,23:10,PST-8,Strong Wind,39 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,01/26/2021,23:30,PST-8,Strong Wind,40 kts. EG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,01/27/2021,0:00,PST-8,Strong Wind,43 kts. MG,0,0,0.00K,0.00K
SAN JOSE,SANTA CLARA CO.,CA,01/27/2021,13:58,PST-8,Flood,,0,0,0.00K,0.00K
BURBANK,SANTA CLARA CO.,CA,01/27/2021,14:41,PST-8,Flood,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,01/27/2021,17:15,PST-8,Strong Wind,40 kts. EG,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,01/27/2021,17:15,PST-8,Strong Wind,40 kts. EG,0,0,0.00K,0.00K
MADRONE,SANTA CLARA CO.,CA,01/27/2021,17:18,PST-8,Flood,,0,0,0.00K,0.00K
COYOTE,SANTA CLARA CO.,CA,01/27/2021,17:28,PST-8,Debris Flow,,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,01/27/2021,18:22,PST-8,Strong Wind,40 kts. EG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,01/27/2021,20:14,PST-8,Strong Wind,40 kts. EG,0,0,0.00K,0.00K
RUCKER,SANTA CLARA CO.,CA,01/27/2021,23:01,PST-8,Debris Flow,,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,01/28/2021,13:14,PST-8,Strong Wind,40 kts. EG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,02/24/2021,17:50,PST-8,Strong Wind,48 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,02/24/2021,19:10,PST-8,Strong Wind,43 kts. MG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,02/24/2021,19:30,PST-8,Strong Wind,43 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/10/2021,7:00,PST-8,Winter Weather,,0,0,0.00K,0.00K
SAN JOSE,SANTA CLARA CO.,CA,03/10/2021,8:08,PST-8,Flood,,0,0,0.00K,0.00K
ALUM ROCK,SANTA CLARA CO.,CA,03/10/2021,8:08,PST-8,Flood,,0,0,0.00K,0.00K
(SJC)SAN JOSE INTL A,SANTA CLARA CO.,CA,03/10/2021,12:30,PST-8,Hail,0.25 in.,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/15/2021,5:56,PST-8,Strong Wind,35 kts. MG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,03/29/2021,21:30,PST-8,Strong Wind,39 kts. MG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,03/30/2021,3:45,PST-8,Strong Wind,41 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,04/04/2021,17:00,PST-8,Strong Wind,22 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,05/19/2021,11:00,PST-8,Strong Wind,39 kts. MG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,05/19/2021,15:10,PST-8,Strong Wind,43 kts. MG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,06/07/2021,12:20,PST-8,Strong Wind,43 kts. MG,0,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,06/07/2021,13:12,PST-8,Strong Wind,43 kts. MG,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,06/17/2021,15:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,06/17/2021,16:00,PST-8,Heat,,1,0,0.00K,0.00K
EAST BAY HILLS AND THE D...,EAST BAY HILLS AND THE D...,CA,07/11/2021,9:50,PST-8,Excessive Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,12/13/2021,13:00,PST-8,Strong Wind,26 kts. EG,0,0,1.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/04/2022,17:00,PST-8,Strong Wind,35 kts. EG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,04/11/2022,14:30,PST-8,Strong Wind,39 kts. EG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,04/11/2022,15:00,PST-8,Strong Wind,35 kts. EG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,04/11/2022,16:00,PST-8,Strong Wind,35 kts. EG,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,06/10/2022,15:00,PST-8,Heat,,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,06/21/2022,15:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,06/21/2022,15:00,PST-8,Heat,,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,06/21/2022,15:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,09/04/2022,9:00,PST-8,Heat,,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,09/04/2022,9:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,09/04/2022,12:00,PST-8,Heat,,4,60,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,09/04/2022,14:00,PST-8,Heat,,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,09/05/2022,14:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,09/05/2022,14:00,PST-8,Heat,,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,09/06/2022,14:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,09/06/2022,14:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,09/08/2022,14:00,PST-8,Heat,,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,09/18/2022,11:30,PST-8,Strong Wind,30 kts. EG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,09/18/2022,13:00,PST-8,Strong Wind,26 kts. EG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,09/18/2022,14:00,PST-8,Strong Wind,30 kts. EG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,10/22/2022,11:40,PST-8,Strong Wind,30 kts. EG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,12/02/2022,2:00,PST-8,Cold/wind Chill,,1,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,12/02/2022,5:00,PST-8,Cold/wind Chill,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,12/13/2022,0:00,PST-8,Cold/wind Chill,,4,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,12/27/2022,2:32,PST-8,High Wind,56 kts. MG,0,0,0.00K,0.00K
WAYNE,SANTA CLARA CO.,CA,12/31/2022,0:00,PST-8,Flood,,1,0,0.00K,0.00K
EASTERN SANTA CLARA HILL...,EASTERN SANTA CLARA HILL...,CA,01/04/2023,21:36,PST-8,Strong Wind,35 kts. EG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,01/05/2023,4:39,PST-8,Strong Wind,17 kts. ES,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,01/05/2023,5:40,PST-8,Strong Wind,15 kts. EG,0,0,0.01K,0.00K
BURBANK,SANTA CLARA CO.,CA,01/05/2023,11:33,PST-8,Flood,,0,0,0.00K,0.00K
CARNADERO,SANTA CLARA CO.,CA,01/09/2023,11:31,PST-8,Flood,,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,02/21/2023,13:10,PST-8,Strong Wind,30 kts. EG,0,0,0.01K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,02/21/2023,13:33,PST-8,High Wind,55 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,02/21/2023,13:38,PST-8,Strong Wind,22 kts. EG,0,0,0.01K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,02/21/2023,15:22,PST-8,High Wind,59 kts. MG,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,02/21/2023,16:01,PST-8,High Wind,53 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,02/21/2023,18:25,PST-8,Strong Wind,9 kts. EG,0,1,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,02/24/2023,3:40,PST-8,Heavy Snow,,0,0,0.01K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,02/24/2023,11:23,PST-8,Heavy Snow,,0,0,0.01K,0.00K
CAMPBELL,SANTA CLARA CO.,CA,02/27/2023,13:26,PST-8,Flood,,0,0,0.01K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/09/2023,21:32,PST-8,High Wind,69 kts. MG,0,0,0.00K,0.00K
BURBANK,SANTA CLARA CO.,CA,03/10/2023,2:22,PST-8,Heavy Rain,,0,0,0.01K,0.00K
CARNADERO,SANTA CLARA CO.,CA,03/10/2023,8:55,PST-8,Flood,,0,0,0.01K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/14/2023,7:45,PST-8,High Wind,64 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/14/2023,10:05,PST-8,High Wind,84 kts. MG,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,03/14/2023,11:30,PST-8,Strong Wind,9 kts. EG,0,1,0.01K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/14/2023,11:50,PST-8,Strong Wind,13 kts. EG,0,0,0.01K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/14/2023,12:20,PST-8,Strong Wind,17 kts. EG,0,1,0.01K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/14/2023,12:28,PST-8,Strong Wind,13 kts. EG,0,0,0.01K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/21/2023,12:05,PST-8,Strong Wind,26 kts. EG,0,1,0.01K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/21/2023,12:10,PST-8,High Wind,77 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/21/2023,12:34,PST-8,Strong Wind,17 kts. EG,1,0,0.01K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/21/2023,13:04,PST-8,High Wind,64 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/21/2023,14:29,PST-8,High Wind,56 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/21/2023,15:23,PST-8,Strong Wind,30 kts. EG,1,0,0.01K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/28/2023,7:48,PST-8,High Wind,54 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,03/28/2023,10:10,PST-8,High Wind,57 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,03/28/2023,10:32,PST-8,High Wind,58 kts. MG,0,0,0.00K,0.00K
SAN JOSE,SANTA CLARA CO.,CA,01/22/2024,0:22,PST-8,Flood,,0,0,0.01K,0.00K
LOS ALTOS,SANTA CLARA CO.,CA,01/22/2024,20:21,PST-8,Flood,,0,0,0.01K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,01/31/2024,8:03,PST-8,Strong Wind,17 kts. EG,0,0,0.00K,0.00K
LOS ALTOS,SANTA CLARA CO.,CA,01/31/2024,18:51,PST-8,Flood,,0,0,0.00K,0.00K
SAN JOSE,SANTA CLARA CO.,CA,01/31/2024,21:20,PST-8,Flood,,0,0,0.00K,0.00K
BURBANK,SANTA CLARA CO.,CA,02/01/2024,0:48,PST-8,Flood,,0,0,0.00K,0.00K
SAN MARTIN,SANTA CLARA CO.,CA,02/01/2024,10:58,PST-8,Flood,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,02/04/2024,10:00,PST-8,High Wind,53 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,02/04/2024,14:35,PST-8,High Wind,85 kts. MG,0,0,0.00K,0.00K
SANTA CRUZ MOUNTAINS (ZO...,SANTA CRUZ MOUNTAINS (ZO...,CA,02/04/2024,15:20,PST-8,Strong Wind,21 kts. EG,0,0,0.01K,0.00K
BURBANK,SANTA CLARA CO.,CA,02/04/2024,16:00,PST-8,Flood,,0,0,0.01K,0.00K
EVERGREEN,SANTA CLARA CO.,CA,02/04/2024,16:12,PST-8,Thunderstorm Wind,20 kts. EG,0,0,0.01K,0.00K
EASTERN SANTA CLARA HILL...,EASTERN SANTA CLARA HILL...,CA,02/04/2024,16:20,PST-8,High Wind,56 kts. MG,0,0,0.00K,0.00K
SAN FRANCISCO BAY SHOREL...,SAN FRANCISCO BAY SHOREL...,CA,02/04/2024,19:56,PST-8,High Wind,58 kts. MG,0,0,0.00K,0.00K
SAN JOSE,SANTA CLARA CO.,CA,02/18/2024,22:12,PST-8,Flood,,0,0,0.00K,0.00K
LICK,SANTA CLARA CO.,CA,02/18/2024,23:02,PST-8,Flood,,0,0,0.00K,0.00K
CHEMEKETA PARK,SANTA CLARA CO.,CA,02/18/2024,23:10,PST-8,Flood,,0,0,0.00K,0.00K
BERRYESSA,SANTA CLARA CO.,CA,02/18/2024,23:10,PST-8,Flood,,0,0,0.00K,0.00K
LOS ALTOS,SANTA CLARA CO.,CA,03/02/2024,6:32,PST-8,Flood,,0,0,0.01K,0.00K
MONTA VISTA,SANTA CLARA CO.,CA,03/02/2024,6:46,PST-8,Flood,,0,0,0.00K,0.00K
MOUNTAIN VIEW,SANTA CLARA CO.,CA,03/06/2024,14:01,PST-8,Flood,,0,0,0.00K,0.00K
MOUNTAIN VIEW,SANTA CLARA CO.,CA,03/06/2024,14:20,PST-8,Flood,,0,0,0.00K,0.00K
CHEMEKETA PARK,SANTA CLARA CO.,CA,03/30/2024,14:40,PST-8,Hail,0.25 in.,0,0,0.01K,0.00K
COYOTE,SANTA CLARA CO.,CA,03/30/2024,15:43,PST-8,Hail,0.25 in.,0,0,0.01K,0.00K
MILPITAS,SANTA CLARA CO.,CA,04/13/2024,6:28,PST-8,Flood,,0,0,0.01K,0.00K
OLD GILROY,SANTA CLARA CO.,CA,04/13/2024,10:13,PST-8,Flood,,0,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,07/02/2024,0:00,PST-8,Excessive Heat,,6,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,07/02/2024,19:00,PST-8,Excessive Heat,,1,0,0.00K,0.00K
SANTA CLARA VALLEY INCLU...,SANTA CLARA VALLEY INCLU...,CA,07/07/2024,0:00,PST-8,Heat,,4,0,0.00K,0.00K
(SJC)SAN JOSE INTL A,SANTA CLARA CO.,CA,11/22/2024,0:00,PST-8,Heavy Rain,,0,0,0.00K,0.00K
CAMPBELL,SANTA CLARA CO.,CA,12/14/2024,6:52,PST-8,Flood,,0,0,0.00K,0.00K