"market","year","pct_worked_from_home","quarter","yearquarter"
"Austin",2020,0.38045505554723,1,"2020Q1"
"Austin",2020,0.38045505554723,2,"2020Q1"
"Austin",2020,0.38045505554723,3,"2020Q1"
"Austin",2020,0.38045505554723,4,"2020Q1"
"Austin",2021,0.339910001682812,1,"2021Q1"
"Austin",2021,0.339910001682812,2,"2021Q1"
"Austin",2021,0.339910001682812,3,"2021Q1"
"Austin",2021,0.339910001682812,4,"2021Q1"
"Austin",2022,0.299270444814965,1,"2022Q1"
"Austin",2022,0.299270444814965,2,"2022Q1"
"Austin",2022,0.299270444814965,3,"2022Q1"
"Austin",2022,0.299270444814965,4,"2022Q1"
"Austin",2023,0.258772642452352,1,"2023Q1"
"Austin",2023,0.258772642452352,2,"2023Q1"
"Austin",2023,0.258772642452352,3,"2023Q1"
"Austin",2023,0.258772642452352,4,"2023Q1"
"Austin",2024,0.218180337086238,1,"2024Q1"
"Austin",2024,0.218180337086238,2,"2024Q1"
"Austin",2024,0.218180337086238,3,"2024Q1"
"Austin",2024,0.218180337086238,4,"2024Q1"
"Chicago",2020,0.244201207156209,1,"2020Q1"
"Chicago",2020,0.244201207156209,2,"2020Q1"
"Chicago",2020,0.244201207156209,3,"2020Q1"
"Chicago",2020,0.244201207156209,4,"2020Q1"
"Chicago",2021,0.212361884613914,1,"2021Q1"
"Chicago",2021,0.212361884613914,2,"2021Q1"
"Chicago",2021,0.212361884613914,3,"2021Q1"
"Chicago",2021,0.212361884613914,4,"2021Q1"
"Chicago",2022,0.177235568953505,1,"2022Q1"
"Chicago",2022,0.177235568953505,2,"2022Q1"
"Chicago",2022,0.177235568953505,3,"2022Q1"
"Chicago",2022,0.177235568953505,4,"2022Q1"
"Chicago",2023,0.147039742970321,1,"2023Q1"
"Chicago",2023,0.147039742970321,2,"2023Q1"
"Chicago",2023,0.147039742970321,3,"2023Q1"
"Chicago",2023,0.147039742970321,4,"2023Q1"
"Chicago",2024,0.11355692386897,1,"2024Q1"
"Chicago",2024,0.11355692386897,2,"2024Q1"
"Chicago",2024,0.11355692386897,3,"2024Q1"
"Chicago",2024,0.11355692386897,4,"2024Q1"
"Dallas",2020,0.180300205941627,1,"2020Q1"
"Dallas",2020,0.180300205941627,2,"2020Q1"
"Dallas",2020,0.180300205941627,3,"2020Q1"
"Dallas",2020,0.180300205941627,4,"2020Q1"
"Dallas",2021,0.166785722397204,1,"2021Q1"
"Dallas",2021,0.166785722397204,2,"2021Q1"
"Dallas",2021,0.166785722397204,3,"2021Q1"
"Dallas",2021,0.166785722397204,4,"2021Q1"
"Dallas",2022,0.146835399918245,1,"2022Q1"
"Dallas",2022,0.146835399918245,2,"2022Q1"
"Dallas",2022,0.146835399918245,3,"2022Q1"
"Dallas",2022,0.146835399918245,4,"2022Q1"
"Dallas",2023,0.136538835841125,1,"2023Q1"
"Dallas",2023,0.136538835841125,2,"2023Q1"
"Dallas",2023,0.136538835841125,3,"2023Q1"
"Dallas",2023,0.136538835841125,4,"2023Q1"
"Dallas",2024,0.119806432829439,1,"2024Q1"
"Dallas",2024,0.119806432829439,2,"2024Q1"
"Dallas",2024,0.119806432829439,3,"2024Q1"
"Dallas",2024,0.119806432829439,4,"2024Q1"
"Fort Worth",2020,0.171366514410327,1,"2020Q1"
"Fort Worth",2020,0.171366514410327,2,"2020Q1"
"Fort Worth",2020,0.171366514410327,3,"2020Q1"
"Fort Worth",2020,0.171366514410327,4,"2020Q1"
"Fort Worth",2021,0.156445952686333,1,"2021Q1"
"Fort Worth",2021,0.156445952686333,2,"2021Q1"
"Fort Worth",2021,0.156445952686333,3,"2021Q1"
"Fort Worth",2021,0.156445952686333,4,"2021Q1"
"Fort Worth",2022,0.149485778318733,1,"2022Q1"
"Fort Worth",2022,0.149485778318733,2,"2022Q1"
"Fort Worth",2022,0.149485778318733,3,"2022Q1"
"Fort Worth",2022,0.149485778318733,4,"2022Q1"
"Fort Worth",2023,0.130585022916572,1,"2023Q1"
"Fort Worth",2023,0.130585022916572,2,"2023Q1"
"Fort Worth",2023,0.130585022916572,3,"2023Q1"
"Fort Worth",2023,0.130585022916572,4,"2023Q1"
"Fort Worth",2024,0.119644654870775,1,"2024Q1"
"Fort Worth",2024,0.119644654870775,2,"2024Q1"
"Fort Worth",2024,0.119644654870775,3,"2024Q1"
"Fort Worth",2024,0.119644654870775,4,"2024Q1"
"Houston",2020,0.144777270367221,1,"2020Q1"
"Houston",2020,0.144777270367221,2,"2020Q1"
"Houston",2020,0.144777270367221,3,"2020Q1"
"Houston",2020,0.144777270367221,4,"2020Q1"
"Houston",2021,0.13494524145761,1,"2021Q1"
"Houston",2021,0.13494524145761,2,"2021Q1"
"Houston",2021,0.13494524145761,3,"2021Q1"
"Houston",2021,0.13494524145761,4,"2021Q1"
"Houston",2022,0.114650733621166,1,"2022Q1"
"Houston",2022,0.114650733621166,2,"2022Q1"
"Houston",2022,0.114650733621166,3,"2022Q1"
"Houston",2022,0.114650733621166,4,"2022Q1"
"Houston",2023,0.110049944174993,1,"2023Q1"
"Houston",2023,0.110049944174993,2,"2023Q1"
"Houston",2023,0.110049944174993,3,"2023Q1"
"Houston",2023,0.110049944174993,4,"2023Q1"
"Houston",2024,0.094986675801966,1,"2024Q1"
"Houston",2024,0.094986675801966,2,"2024Q1"
"Houston",2024,0.094986675801966,3,"2024Q1"
"Houston",2024,0.094986675801966,4,"2024Q1"
"Los Angeles",2020,0.207720162603771,1,"2020Q1"
"Los Angeles",2020,0.207720162603771,2,"2020Q1"
"Los Angeles",2020,0.207720162603771,3,"2020Q1"
"Los Angeles",2020,0.207720162603771,4,"2020Q1"
"Los Angeles",2021,0.183900418033204,1,"2021Q1"
"Los Angeles",2021,0.183900418033204,2,"2021Q1"
"Los Angeles",2021,0.183900418033204,3,"2021Q1"
"Los Angeles",2021,0.183900418033204,4,"2021Q1"
"Los Angeles",2022,0.15608576018341,1,"2022Q1"
"Los Angeles",2022,0.15608576018341,2,"2022Q1"
"Los Angeles",2022,0.15608576018341,3,"2022Q1"
"Los Angeles",2022,0.15608576018341,4,"2022Q1"
"Los Angeles",2023,0.134263472252514,1,"2023Q1"
"Los Angeles",2023,0.134263472252514,2,"2023Q1"
"Los Angeles",2023,0.134263472252514,3,"2023Q1"
"Los Angeles",2023,0.134263472252514,4,"2023Q1"
"Los Angeles",2024,0.10844627104234,1,"2024Q1"
"Los Angeles",2024,0.10844627104234,2,"2024Q1"
"Los Angeles",2024,0.10844627104234,3,"2024Q1"
"Los Angeles",2024,0.10844627104234,4,"2024Q1"
"Manhattan",2020,0.391509041864651,1,"2020Q1"
"Manhattan",2020,0.391509041864651,2,"2020Q1"
"Manhattan",2020,0.391509041864651,3,"2020Q1"
"Manhattan",2020,0.391509041864651,4,"2020Q1"
"Manhattan",2021,0.320407313111706,1,"2021Q1"
"Manhattan",2021,0.320407313111706,2,"2021Q1"
"Manhattan",2021,0.320407313111706,3,"2021Q1"
"Manhattan",2021,0.320407313111706,4,"2021Q1"
"Manhattan",2022,0.227972713135372,1,"2022Q1"
"Manhattan",2022,0.227972713135372,2,"2022Q1"
"Manhattan",2022,0.227972713135372,3,"2022Q1"
"Manhattan",2022,0.227972713135372,4,"2022Q1"
"Manhattan",2023,0.167537419994288,1,"2023Q1"
"Manhattan",2023,0.167537419994288,2,"2023Q1"
"Manhattan",2023,0.167537419994288,3,"2023Q1"
"Manhattan",2023,0.167537419994288,4,"2023Q1"
"Manhattan",2024,0.085769255629657,1,"2024Q1"
"Manhattan",2024,0.085769255629657,2,"2024Q1"
"Manhattan",2024,0.085769255629657,3,"2024Q1"
"Manhattan",2024,0.085769255629657,4,"2024Q1"
"Philadelphia",2020,0.244320528953281,1,"2020Q1"
"Philadelphia",2020,0.244320528953281,2,"2020Q1"
"Philadelphia",2020,0.244320528953281,3,"2020Q1"
"Philadelphia",2020,0.244320528953281,4,"2020Q1"
"Philadelphia",2021,0.213456571359923,1,"2021Q1"
"Philadelphia",2021,0.213456571359923,2,"2021Q1"
"Philadelphia",2021,0.213456571359923,3,"2021Q1"
"Philadelphia",2021,0.213456571359923,4,"2021Q1"
"Philadelphia",2022,0.176153561022071,1,"2022Q1"
"Philadelphia",2022,0.176153561022071,2,"2022Q1"
"Philadelphia",2022,0.176153561022071,3,"2022Q1"
"Philadelphia",2022,0.176153561022071,4,"2022Q1"
"Philadelphia",2023,0.148509129801016,1,"2023Q1"
"Philadelphia",2023,0.148509129801016,2,"2023Q1"
"Philadelphia",2023,0.148509129801016,3,"2023Q1"
"Philadelphia",2023,0.148509129801016,4,"2023Q1"
"Philadelphia",2024,0.114425645835411,1,"2024Q1"
"Philadelphia",2024,0.114425645835411,2,"2024Q1"
"Philadelphia",2024,0.114425645835411,3,"2024Q1"
"Philadelphia",2024,0.114425645835411,4,"2024Q1"
"San Francisco",2020,0.496189239280397,1,"2020Q1"
"San Francisco",2020,0.496189239280397,2,"2020Q1"
"San Francisco",2020,0.496189239280397,3,"2020Q1"
"San Francisco",2020,0.496189239280397,4,"2020Q1"
"San Francisco",2021,0.408669596973831,1,"2021Q1"
"San Francisco",2021,0.408669596973831,2,"2021Q1"
"San Francisco",2021,0.408669596973831,3,"2021Q1"
"San Francisco",2021,0.408669596973831,4,"2021Q1"
"San Francisco",2022,0.308787066835093,1,"2022Q1"
"San Francisco",2022,0.308787066835093,2,"2022Q1"
"San Francisco",2022,0.308787066835093,3,"2022Q1"
"San Francisco",2022,0.308787066835093,4,"2022Q1"
"San Francisco",2023,0.227448868444815,1,"2023Q1"
"San Francisco",2023,0.227448868444815,2,"2023Q1"
"San Francisco",2023,0.227448868444815,3,"2023Q1"
"San Francisco",2023,0.227448868444815,4,"2023Q1"
"San Francisco",2024,0.133747782222173,1,"2024Q1"
"San Francisco",2024,0.133747782222173,2,"2024Q1"
"San Francisco",2024,0.133747782222173,3,"2024Q1"
"San Francisco",2024,0.133747782222173,4,"2024Q1"
"San Jose",2020,0.407503179652679,1,"2020Q1"
"San Jose",2020,0.407503179652679,2,"2020Q1"
"San Jose",2020,0.407503179652679,3,"2020Q1"
"San Jose",2020,0.407503179652679,4,"2020Q1"
"San Jose",2021,0.323479699180499,1,"2021Q1"
"San Jose",2021,0.323479699180499,2,"2021Q1"
"San Jose",2021,0.323479699180499,3,"2021Q1"
"San Jose",2021,0.323479699180499,4,"2021Q1"
"San Jose",2022,0.232457294052114,1,"2022Q1"
"San Jose",2022,0.232457294052114,2,"2022Q1"
"San Jose",2022,0.232457294052114,3,"2022Q1"
"San Jose",2022,0.232457294052114,4,"2022Q1"
"San Jose",2023,0.151933275908204,1,"2023Q1"
"San Jose",2023,0.151933275908204,2,"2023Q1"
"San Jose",2023,0.151933275908204,3,"2023Q1"
"San Jose",2023,0.151933275908204,4,"2023Q1"
"San Jose",2024,0.0644103331079009,1,"2024Q1"
"San Jose",2024,0.0644103331079009,2,"2024Q1"
"San Jose",2024,0.0644103331079009,3,"2024Q1"
"San Jose",2024,0.0644103331079009,4,"2024Q1"
